EmployeeID,Age,Department,MaritalStatus,EducationField,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Gender,StockOptionLevel,PercentSalaryHike,JobRole,Attrition
931,40,Research & Development,Divorced,Life Sciences,10,9229,10,15,2,11,4,1,2,3,4,3,1,3,No,Travel_Rarely,Female,2,16,Research Scientist,Yes
932,47,Research & Development,Single,Medical,1,5569,21,1,12,27,0,2,3,1,4,4,1,3,No,Travel_Rarely,Male,2,11,Research Scientist,No
933,28,Research & Development,Married,Life Sciences,1,11268,8,16,10,16,2,8,1,3,4,2,4,3,Yes,Travel_Rarely,Male,2,13,Research Director,No
934,45,Sales,Single,Human Resources,11,16872,6,12,7,13,1,1,3,3,2,2,4,4,No,Travel_Rarely,Female,2,16,Manager,No
935,36,Sales,Single,Marketing,1,6041,21,16,8,22,3,7,3,3,2,2,3,3,No,Travel_Rarely,Female,1,24,Sales Representative,No
936,57,Sales,Single,Life Sciences,10,19941,18,12,12,21,0,5,1,4,3,1,3,3,Yes,Travel_Frequently,Female,0,21,Manager,No
937,24,Research & Development,Married,Medical,17,4331,15,16,12,15,0,8,2,4,1,2,2,3,No,Travel_Rarely,Male,3,23,Research Director,Yes
938,24,Research & Development,Divorced,Other,1,3770,23,4,1,25,3,5,1,3,3,1,3,3,No,Travel_Rarely,Female,2,24,Research Director,No
939,37,Research & Development,Single,Medical,18,19540,19,3,5,24,5,5,1,2,3,4,3,3,No,Travel_Rarely,Male,3,11,Research Scientist,No
940,39,Research & Development,Single,Human Resources,19,3805,21,3,0,24,0,2,3,2,4,1,3,3,Yes,Travel_Frequently,Female,0,10,Research Scientist,Yes
941,47,Research & Development,Single,Marketing,17,15233,19,4,5,25,2,5,2,1,1,1,3,3,No,Non-Travel,Male,0,18,Manufacturing Director,No
942,34,Human Resources,Single,Medical,19,15740,10,3,9,12,4,6,4,3,1,3,3,3,No,Travel_Rarely,Male,3,13,HR Specialist,No
943,56,Sales,Married,Medical,24,7941,1,7,3,6,1,8,2,2,1,3,4,3,Yes,Travel_Rarely,Male,3,23,Sales Executive,No
944,37,Research & Development,Married,Life Sciences,3,3158,15,3,2,21,2,0,3,4,3,1,3,3,No,Travel_Rarely,Male,3,16,Manufacturing Director,No
945,23,Research & Development,Married,Human Resources,5,7552,19,2,7,20,5,1,3,4,3,3,2,3,Yes,Travel_Frequently,Male,1,10,Laboratory Technician,Yes
946,23,Research & Development,Married,Marketing,10,3234,24,9,7,24,4,0,3,4,3,1,3,3,Yes,Travel_Rarely,Female,3,13,Research Director,No
947,58,Sales,Married,Marketing,20,14100,17,14,10,20,1,7,4,4,1,4,1,3,Yes,Travel_Rarely,Female,0,15,Sales Representative,No
948,23,Research & Development,Single,Life Sciences,26,17998,14,2,0,14,4,0,3,2,2,1,1,3,Yes,Travel_Rarely,Male,3,10,Research Scientist,Yes
949,57,Human Resources,Single,Human Resources,27,19947,14,9,3,15,4,8,3,2,2,3,4,3,Yes,Travel_Rarely,Male,1,14,HR Manager,No
950,29,Research & Development,Divorced,Medical,17,16408,2,11,11,4,3,3,3,3,1,3,3,3,No,Travel_Rarely,Female,0,18,Manufacturing Director,No
951,21,Human Resources,Married,Technical Degree,12,15943,0,12,10,3,2,2,2,2,4,2,1,3,No,Travel_Rarely,Female,2,23,HR Specialist,Yes
952,30,Human Resources,Divorced,Other,12,17868,1,1,13,3,5,8,3,2,1,3,2,4,Yes,Non-Travel,Male,1,19,HR Specialist,No
953,43,Research & Development,Divorced,Human Resources,2,15857,22,13,12,22,5,6,4,3,3,2,4,3,No,Travel_Frequently,Female,0,11,Manufacturing Director,No
954,35,Research & Development,Married,Technical Degree,14,13709,19,0,12,20,5,4,3,2,2,3,3,3,Yes,Non-Travel,Male,2,16,Manufacturing Director,No
955,50,Research & Development,Divorced,Other,15,19932,6,4,7,14,4,8,3,4,4,1,4,3,No,Travel_Rarely,Female,3,21,Research Director,No
956,43,Human Resources,Married,Medical,7,7805,10,5,14,17,2,6,1,1,3,3,3,3,No,Travel_Frequently,Female,1,15,HR Specialist,No
957,34,Sales,Single,Other,23,9429,12,15,6,16,0,5,2,2,2,4,1,3,No,Travel_Rarely,Male,3,18,Sales Representative,No
958,44,Research & Development,Single,Technical Degree,24,18313,6,3,13,6,0,2,1,3,3,4,1,3,No,Travel_Rarely,Male,2,24,Research Director,No
959,58,Research & Development,Single,Marketing,9,7598,10,14,5,13,5,8,1,4,1,2,1,3,Yes,Travel_Rarely,Female,0,12,Manufacturing Director,Yes
960,35,Sales,Single,Medical,27,7377,8,17,6,17,2,6,2,3,1,2,3,3,Yes,Non-Travel,Male,1,17,Sales Executive,Yes
961,24,Research & Development,Married,Human Resources,4,4737,17,17,10,25,0,8,2,1,2,2,4,3,No,Travel_Frequently,Male,3,19,Research Director,No
962,35,Research & Development,Married,Other,27,6959,18,5,5,25,1,8,3,2,4,4,2,3,No,Travel_Rarely,Male,0,21,Manufacturing Director,No
963,53,Human Resources,Married,Human Resources,23,12685,2,1,2,4,0,4,4,4,4,4,3,3,No,Travel_Frequently,Female,3,22,HR Specialist,No
964,27,Research & Development,Married,Life Sciences,7,17955,11,3,13,15,3,3,4,2,2,3,3,3,No,Travel_Rarely,Male,2,14,Research Director,Yes
965,57,Sales,Single,Marketing,19,4452,24,13,6,24,3,8,2,2,2,4,3,3,No,Travel_Rarely,Male,2,17,Sales Representative,Yes
966,42,Research & Development,Married,Human Resources,10,14254,21,3,13,29,2,8,2,1,4,1,3,3,No,Travel_Rarely,Female,2,22,Laboratory Technician,Yes
967,43,Sales,Married,Marketing,24,15794,19,11,5,20,4,1,3,3,3,4,2,3,No,Travel_Rarely,Female,2,22,Manager,No
968,31,Research & Development,Single,Human Resources,5,18122,18,6,14,24,2,5,2,1,1,4,3,3,Yes,Travel_Rarely,Male,2,22,Laboratory Technician,No
969,56,Research & Development,Single,Human Resources,8,15500,0,13,9,2,5,5,4,2,1,3,2,3,Yes,Travel_Rarely,Male,2,20,Research Scientist,Yes
970,19,Research & Development,Married,Life Sciences,9,4806,24,10,11,29,4,6,4,3,4,3,3,4,No,Travel_Rarely,Male,2,14,Manufacturing Director,No
971,30,Sales,Single,Technical Degree,6,10800,18,10,11,26,0,8,3,4,4,4,4,3,Yes,Travel_Frequently,Male,2,15,Sales Executive,No
972,35,Sales,Divorced,Medical,10,19141,22,14,3,25,1,2,1,1,4,3,1,3,No,Travel_Rarely,Male,1,19,Sales Representative,No
973,38,Research & Development,Married,Marketing,18,18351,22,17,12,22,4,8,3,2,1,4,3,3,No,Travel_Rarely,Male,1,13,Manufacturing Director,No
974,37,Research & Development,Married,Marketing,19,13029,6,6,14,12,3,5,4,1,4,1,1,3,No,Travel_Rarely,Male,3,20,Manufacturing Director,No
975,24,Research & Development,Single,Human Resources,17,19337,0,9,9,5,4,0,1,2,1,3,2,3,No,Travel_Rarely,Female,3,17,Research Scientist,No
976,27,Sales,Divorced,Other,6,14024,16,11,14,17,2,4,1,4,4,2,3,3,No,Travel_Rarely,Male,2,16,Sales Representative,No
977,22,Sales,Married,Marketing,6,3168,11,14,12,11,0,1,3,2,4,4,2,3,No,Travel_Rarely,Male,1,15,Sales Representative,Yes
978,42,Research & Development,Single,Technical Degree,27,18453,0,8,9,5,4,8,2,2,2,4,1,3,No,Travel_Rarely,Female,2,21,Research Scientist,No
979,32,Sales,Married,Technical Degree,8,5026,6,6,7,12,4,6,3,2,1,4,2,3,Yes,Travel_Rarely,Male,2,16,Sales Representative,No
980,41,Research & Development,Married,Technical Degree,3,8853,24,15,12,25,3,8,2,4,3,1,1,3,No,Travel_Rarely,Female,1,14,Research Director,No
981,42,Human Resources,Married,Technical Degree,14,6285,9,17,2,14,2,5,4,3,1,2,3,3,Yes,Travel_Rarely,Male,0,15,HR Manager,Yes
982,47,Sales,Single,Human Resources,1,14952,6,10,8,10,0,3,2,3,3,1,1,3,Yes,Non-Travel,Male,2,17,Sales Executive,Yes
983,40,Research & Development,Married,Other,10,2539,16,1,12,17,4,3,2,4,2,4,2,4,No,Travel_Rarely,Male,1,19,Research Director,No
984,45,Sales,Single,Human Resources,25,13526,16,5,14,22,3,8,1,3,2,2,2,3,Yes,Travel_Rarely,Male,0,24,Sales Representative,Yes
985,42,Research & Development,Single,Life Sciences,8,17558,8,8,4,14,4,1,1,3,4,3,4,3,Yes,Travel_Frequently,Female,3,15,Research Scientist,Yes
986,45,Research & Development,Single,Marketing,21,16179,21,12,1,22,1,7,1,3,4,2,4,3,Yes,Non-Travel,Male,2,12,Research Director,No
987,43,Research & Development,Divorced,Marketing,15,7525,14,12,5,20,4,3,4,3,2,4,1,3,No,Travel_Rarely,Male,0,24,Manufacturing Director,No
988,31,Sales,Single,Technical Degree,11,18144,4,14,12,6,4,5,2,1,2,4,1,3,No,Travel_Rarely,Male,0,12,Manager,Yes
989,28,Research & Development,Married,Technical Degree,20,8516,8,0,7,13,5,6,1,2,4,4,3,3,Yes,Travel_Rarely,Male,2,23,Research Scientist,Yes
990,51,Research & Development,Married,Human Resources,18,14241,21,8,0,29,3,0,2,4,2,3,2,3,No,Travel_Rarely,Male,3,12,Research Scientist,No
991,32,Sales,Divorced,Marketing,10,11120,2,12,1,11,4,1,3,1,1,1,3,3,Yes,Travel_Rarely,Male,1,15,Manager,No
992,41,Sales,Married,Medical,7,3217,0,17,5,2,2,1,4,4,4,4,4,3,No,Travel_Rarely,Male,3,24,Sales Executive,No
993,26,Sales,Divorced,Marketing,27,2052,16,2,5,19,4,7,4,3,4,1,1,4,Yes,Travel_Rarely,Female,0,12,Sales Representative,No
994,36,Human Resources,Single,Other,5,5296,11,15,2,11,4,0,1,2,2,2,4,4,No,Non-Travel,Female,2,12,HR Manager,Yes
995,40,Research & Development,Single,Medical,28,18823,6,0,7,15,4,5,4,1,1,2,1,3,No,Travel_Rarely,Male,3,19,Research Director,No
996,44,Research & Development,Married,Life Sciences,14,19171,11,3,7,14,5,0,2,4,1,2,1,3,No,Travel_Rarely,Female,3,12,Laboratory Technician,No
997,40,Research & Development,Married,Other,29,9381,4,15,2,12,0,6,4,1,3,4,3,4,No,Travel_Frequently,Male,0,10,Research Director,No
998,33,Research & Development,Divorced,Medical,11,19435,9,14,3,18,4,8,1,3,2,1,4,3,No,Travel_Rarely,Male,2,20,Manufacturing Director,No
999,58,Research & Development,Divorced,Technical Degree,17,2890,5,17,9,9,4,3,3,1,3,3,3,3,No,Travel_Rarely,Female,0,24,Manufacturing Director,No
1000,39,Research & Development,Married,Human Resources,18,19413,14,10,14,20,3,1,4,4,4,1,1,4,No,Travel_Rarely,Female,0,21,Manufacturing Director,Yes
1001,51,Research & Development,Divorced,Medical,10,6156,16,11,14,20,3,4,1,1,1,4,1,3,No,Travel_Rarely,Male,3,24,Research Scientist,No
1002,48,Sales,Married,Marketing,7,2662,22,9,8,27,4,6,4,4,4,3,4,4,No,Travel_Frequently,Female,2,17,Sales Executive,Yes
1003,41,Research & Development,Single,Medical,16,15641,1,9,0,3,2,6,1,3,1,2,3,3,Yes,Travel_Rarely,Female,0,19,Manufacturing Director,Yes
1004,55,Research & Development,Married,Life Sciences,20,8884,8,9,13,16,2,5,4,1,1,1,1,4,Yes,Travel_Rarely,Male,3,24,Laboratory Technician,No
1005,23,Sales,Single,Life Sciences,8,7261,6,5,14,7,4,5,3,3,3,1,3,3,Yes,Travel_Rarely,Male,3,17,Sales Executive,Yes
1006,56,Research & Development,Divorced,Medical,23,15674,14,15,4,20,4,5,4,4,3,1,2,3,No,Travel_Rarely,Female,0,10,Manufacturing Director,No
1007,53,Sales,Single,Marketing,19,7995,13,6,6,22,1,1,4,1,4,2,1,3,No,Travel_Rarely,Female,0,13,Sales Representative,No
1008,39,Human Resources,Single,Technical Degree,5,15551,21,10,0,29,4,1,2,4,3,4,1,3,Yes,Travel_Rarely,Male,0,19,HR Manager,No
1009,48,Human Resources,Married,Life Sciences,28,5514,22,12,12,29,1,8,2,4,2,1,4,3,No,Travel_Rarely,Male,3,22,HR Manager,No
1010,39,Human Resources,Single,Other,2,3546,19,9,11,25,0,5,3,3,3,3,3,4,No,Non-Travel,Female,2,19,HR Specialist,Yes
1011,29,Sales,Single,Human Resources,19,7848,4,11,0,13,5,7,1,2,4,2,1,4,No,Travel_Frequently,Male,2,16,Sales Executive,Yes
1012,51,Sales,Married,Life Sciences,13,12970,1,0,10,9,1,5,2,1,3,1,1,4,No,Travel_Rarely,Female,1,14,Sales Executive,Yes
1013,28,Sales,Single,Other,19,6049,22,5,6,24,1,4,1,2,2,3,2,3,No,Travel_Rarely,Male,1,20,Sales Representative,No
1014,31,Sales,Married,Life Sciences,23,4571,23,8,8,29,1,5,4,4,4,3,2,3,Yes,Travel_Rarely,Female,2,23,Sales Representative,No
1015,39,Sales,Married,Technical Degree,20,15484,6,7,3,10,2,6,1,3,2,4,2,3,No,Travel_Rarely,Male,0,14,Manager,Yes
1016,53,Sales,Single,Marketing,19,10877,1,16,12,3,0,1,2,3,2,3,3,3,Yes,Travel_Rarely,Male,2,18,Sales Representative,No
1017,34,Human Resources,Single,Technical Degree,25,9766,17,16,6,25,0,4,2,4,2,2,1,3,Yes,Travel_Rarely,Female,0,16,HR Specialist,Yes
1018,38,Sales,Married,Other,21,6314,14,12,12,14,2,6,2,2,2,4,1,3,No,Non-Travel,Male,3,13,Manager,No
1019,19,Sales,Divorced,Other,24,2318,22,6,2,23,1,0,4,1,1,1,3,3,No,Travel_Rarely,Male,0,16,Sales Representative,No
1020,22,Research & Development,Single,Medical,12,2956,14,0,8,15,1,0,4,4,3,3,4,3,No,Travel_Frequently,Male,0,11,Research Director,No
1021,20,Research & Development,Divorced,Technical Degree,6,14266,19,13,4,21,5,1,3,3,3,4,1,3,Yes,Travel_Rarely,Female,1,17,Research Director,Yes
1022,21,Research & Development,Married,Other,7,3440,19,15,14,24,3,5,4,3,2,1,2,3,No,Travel_Rarely,Male,1,11,Research Director,No
1023,54,Research & Development,Married,Human Resources,18,6444,0,8,8,9,0,2,1,3,4,4,3,3,No,Travel_Rarely,Female,2,17,Research Scientist,No
1024,53,Research & Development,Married,Other,16,18396,3,14,10,12,0,3,4,4,2,1,1,3,No,Travel_Rarely,Male,3,23,Manufacturing Director,Yes
1025,52,Research & Development,Married,Marketing,3,8191,19,16,1,28,4,1,1,4,2,2,4,4,No,Travel_Frequently,Female,2,12,Research Scientist,Yes
1026,20,Research & Development,Divorced,Medical,6,15403,4,9,10,11,1,2,1,3,1,2,1,3,No,Travel_Rarely,Male,1,13,Research Director,No
1027,21,Research & Development,Married,Technical Degree,29,8179,5,3,1,9,0,0,1,4,4,1,3,4,No,Travel_Frequently,Male,2,20,Manufacturing Director,Yes
1028,29,Research & Development,Married,Human Resources,22,18772,18,0,5,25,3,7,1,2,1,3,2,4,No,Travel_Frequently,Male,2,23,Laboratory Technician,No
1029,41,Sales,Married,Other,22,16793,5,13,3,7,5,4,4,3,1,2,3,3,No,Travel_Rarely,Male,0,24,Sales Representative,Yes
1030,32,Research & Development,Single,Human Resources,6,10459,3,10,0,9,2,1,2,4,4,3,1,3,No,Travel_Rarely,Female,0,11,Manufacturing Director,Yes
1031,38,Sales,Married,Human Resources,2,14319,0,2,8,0,4,4,4,1,3,2,1,3,No,Travel_Rarely,Female,0,13,Sales Representative,No
1032,25,Research & Development,Single,Technical Degree,9,9439,11,0,3,20,2,8,2,3,1,3,3,3,No,Travel_Rarely,Female,0,24,Manufacturing Director,No
1033,48,Sales,Single,Medical,25,18999,15,17,7,24,0,7,1,3,2,4,4,3,Yes,Travel_Rarely,Female,3,17,Manager,Yes
1034,31,Sales,Single,Marketing,15,8451,18,5,11,25,4,7,2,3,3,3,3,3,No,Travel_Rarely,Female,1,22,Manager,Yes
1035,20,Sales,Single,Marketing,23,17056,22,5,2,23,5,3,1,4,1,1,4,4,Yes,Travel_Rarely,Female,1,10,Sales Representative,Yes
1036,49,Research & Development,Married,Human Resources,15,13093,16,11,10,18,5,3,2,2,4,2,2,3,No,Travel_Rarely,Female,1,11,Research Director,No
1037,55,Sales,Married,Technical Degree,15,13586,18,6,4,25,0,2,3,1,3,2,1,3,Yes,Travel_Rarely,Male,1,13,Sales Executive,No
1038,18,Research & Development,Married,Human Resources,18,8328,5,16,4,9,3,2,4,1,1,1,2,4,No,Travel_Rarely,Male,2,11,Laboratory Technician,No
1039,36,Research & Development,Single,Life Sciences,28,16991,8,12,8,13,3,8,3,4,3,1,4,4,No,Travel_Rarely,Male,0,23,Research Scientist,No
1040,52,Sales,Married,Human Resources,13,15432,7,6,9,11,0,1,1,3,1,1,4,3,Yes,Travel_Rarely,Female,2,22,Manager,Yes
1041,47,Research & Development,Married,Technical Degree,18,16675,1,4,9,9,5,7,3,3,3,4,3,3,No,Travel_Frequently,Male,3,15,Research Scientist,No
1042,53,Sales,Married,Other,27,16423,24,15,2,25,0,8,3,2,2,2,2,4,No,Travel_Rarely,Male,3,11,Manager,No
1043,35,Sales,Married,Marketing,11,4836,6,10,8,10,1,7,1,2,1,4,3,3,Yes,Travel_Rarely,Female,1,11,Manager,Yes
1044,33,Research & Development,Married,Marketing,25,17765,11,16,3,13,5,5,4,4,3,3,3,4,Yes,Travel_Rarely,Male,3,13,Research Director,No
1045,47,Human Resources,Married,Life Sciences,16,17153,8,6,4,14,3,7,4,3,2,3,3,3,No,Travel_Rarely,Male,0,20,HR Manager,No
1046,24,Sales,Divorced,Human Resources,26,6370,1,0,14,3,4,0,3,4,2,4,4,3,No,Travel_Rarely,Female,0,22,Sales Representative,No
1047,28,Research & Development,Married,Human Resources,14,19669,22,16,1,24,2,7,2,4,4,3,3,3,No,Travel_Rarely,Male,1,18,Research Director,Yes
1048,43,Sales,Married,Other,19,11486,5,4,6,6,4,4,2,4,3,1,1,3,No,Travel_Rarely,Male,0,23,Manager,Yes
1049,46,Research & Development,Married,Life Sciences,10,7794,2,15,6,10,0,8,2,3,2,2,1,3,No,Travel_Rarely,Male,1,23,Research Director,No
1050,23,Research & Development,Single,Medical,19,6022,8,12,3,10,4,0,1,1,1,3,3,3,No,Travel_Rarely,Male,3,21,Research Director,Yes
1051,39,Research & Development,Divorced,Other,10,8564,3,4,11,11,0,8,2,3,3,1,4,3,No,Travel_Rarely,Male,3,11,Research Director,No
1052,33,Research & Development,Single,Life Sciences,18,2676,24,13,7,33,1,5,1,3,1,1,4,3,No,Travel_Rarely,Male,1,23,Manufacturing Director,Yes
1053,39,Sales,Single,Technical Degree,23,14432,4,1,10,13,3,0,1,3,4,1,3,3,No,Travel_Rarely,Female,1,23,Manager,No
1054,58,Research & Development,Divorced,Marketing,13,14740,7,7,5,10,2,4,3,1,1,3,3,3,No,Travel_Rarely,Female,1,18,Laboratory Technician,No
1055,21,Research & Development,Married,Other,13,14020,6,6,13,12,0,0,1,4,3,2,4,3,No,Travel_Rarely,Male,0,18,Manufacturing Director,No
1056,59,Research & Development,Single,Other,10,11881,0,11,10,8,4,0,2,4,2,1,4,3,No,Non-Travel,Male,0,21,Research Director,No
1057,36,Sales,Single,Other,22,8529,0,9,4,0,1,4,2,2,3,3,1,3,No,Travel_Frequently,Male,3,18,Sales Executive,Yes
1058,50,Research & Development,Single,Medical,18,15030,12,11,14,12,5,7,1,2,2,3,2,3,No,Travel_Frequently,Male,2,15,Research Director,No
1059,35,Research & Development,Married,Technical Degree,15,17684,5,8,12,7,0,0,4,1,1,3,2,3,No,Non-Travel,Male,2,20,Research Scientist,No
1060,31,Sales,Single,Human Resources,1,3577,2,13,8,11,1,2,4,4,4,1,3,3,No,Travel_Rarely,Male,1,21,Sales Representative,No
1061,50,Sales,Divorced,Other,4,8891,7,2,0,7,1,3,3,1,4,4,2,3,No,Non-Travel,Male,3,12,Sales Executive,No
1062,46,Research & Development,Divorced,Life Sciences,1,19919,6,12,8,13,3,4,3,2,1,1,2,4,Yes,Travel_Frequently,Female,0,20,Research Director,Yes
1063,24,Research & Development,Married,Other,25,17515,10,0,10,18,2,0,1,2,1,3,1,4,No,Travel_Frequently,Male,3,12,Research Director,Yes
1064,47,Sales,Married,Marketing,25,19898,24,1,5,33,0,5,4,2,3,3,1,3,No,Travel_Rarely,Female,2,18,Sales Executive,No
1065,49,Research & Development,Single,Life Sciences,2,5299,7,13,2,12,3,4,4,3,4,1,2,3,No,Travel_Rarely,Male,1,11,Research Scientist,No
1066,34,Research & Development,Single,Technical Degree,2,10369,17,2,8,22,5,8,2,4,3,2,4,3,No,Travel_Rarely,Female,3,24,Manufacturing Director,No
1067,56,Research & Development,Married,Human Resources,23,4346,19,13,12,26,0,2,3,4,1,1,2,3,Yes,Travel_Rarely,Male,1,20,Research Director,No
1068,44,Research & Development,Single,Life Sciences,16,17589,1,2,4,7,1,4,4,3,3,2,1,3,No,Travel_Rarely,Female,1,17,Laboratory Technician,No
1069,32,Research & Development,Single,Life Sciences,9,11338,12,2,6,19,2,0,3,1,2,3,2,3,Yes,Travel_Rarely,Female,2,17,Research Director,Yes
1070,18,Research & Development,Single,Other,18,6384,11,16,0,14,4,8,1,4,3,2,4,4,Yes,Travel_Rarely,Male,2,19,Laboratory Technician,No
1071,46,Human Resources,Single,Other,7,3625,12,3,10,21,0,7,2,2,2,3,3,4,Yes,Travel_Rarely,Male,2,11,HR Specialist,No
1072,26,Research & Development,Married,Life Sciences,6,15276,4,16,12,8,1,3,1,4,1,4,3,3,No,Travel_Rarely,Female,1,17,Laboratory Technician,No
1073,49,Research & Development,Married,Other,11,16613,11,6,11,13,1,4,2,2,1,1,1,3,No,Travel_Rarely,Female,1,20,Laboratory Technician,Yes
1074,40,Research & Development,Divorced,Other,26,17826,3,14,6,10,3,7,4,3,3,2,4,3,No,Travel_Rarely,Female,1,13,Laboratory Technician,Yes
1075,37,Research & Development,Married,Other,23,19484,23,16,0,29,0,2,1,2,3,1,1,3,No,Travel_Rarely,Male,3,17,Research Scientist,Yes
1076,24,Sales,Divorced,Medical,6,16663,14,2,7,14,3,2,4,2,2,3,4,3,No,Travel_Rarely,Male,1,14,Sales Representative,No
1077,47,Research & Development,Married,Technical Degree,17,16153,0,5,14,1,2,2,2,1,1,1,4,3,Yes,Travel_Frequently,Male,3,12,Laboratory Technician,No
1078,24,Research & Development,Divorced,Other,26,16611,12,10,1,12,1,6,2,3,4,4,3,3,No,Non-Travel,Female,0,24,Research Scientist,No
1079,35,Human Resources,Married,Other,28,19976,23,15,3,28,5,1,3,2,1,2,4,3,Yes,Travel_Rarely,Male,0,18,HR Specialist,Yes
1080,53,Research & Development,Single,Technical Degree,23,10334,18,3,12,26,4,0,1,4,1,3,4,3,Yes,Travel_Rarely,Male,1,15,Research Scientist,No
1081,56,Research & Development,Divorced,Medical,4,15654,6,3,8,9,4,1,1,2,2,1,3,3,Yes,Travel_Rarely,Male,0,15,Research Scientist,No
1082,59,Human Resources,Single,Life Sciences,7,16759,22,6,2,23,5,8,2,4,3,2,4,3,No,Travel_Frequently,Male,3,20,HR Manager,No
1083,58,Research & Development,Single,Medical,7,4093,4,3,0,12,1,7,1,2,4,1,3,3,No,Travel_Rarely,Female,1,11,Research Scientist,No
1084,41,Sales,Single,Life Sciences,5,14432,6,4,6,13,5,8,4,2,3,3,3,3,No,Travel_Rarely,Male,0,18,Sales Executive,No
1085,26,Sales,Married,Medical,6,8098,3,2,8,8,1,2,3,1,4,1,2,3,No,Travel_Rarely,Female,2,13,Manager,Yes
1086,53,Sales,Married,Life Sciences,10,4384,23,14,12,24,1,3,4,3,3,1,3,3,No,Travel_Frequently,Male,3,23,Sales Executive,No
1087,51,Sales,Married,Human Resources,17,5066,17,14,13,23,3,4,4,1,4,3,2,3,No,Travel_Frequently,Male,3,21,Manager,No
1088,59,Research & Development,Divorced,Technical Degree,12,4055,12,2,6,15,4,4,2,2,1,3,1,3,Yes,Non-Travel,Male,0,21,Research Scientist,No
1089,45,Research & Development,Single,Technical Degree,13,18159,16,9,6,18,3,0,4,4,1,2,2,3,No,Travel_Rarely,Male,3,12,Research Scientist,No
1090,23,Research & Development,Married,Human Resources,8,15894,6,11,13,8,3,5,1,3,3,2,1,3,Yes,Travel_Rarely,Male,1,11,Research Scientist,Yes
1091,39,Sales,Married,Marketing,5,3838,1,11,11,1,2,0,2,3,4,2,4,4,Yes,Travel_Rarely,Female,3,16,Manager,Yes
1092,36,Research & Development,Divorced,Marketing,29,13258,21,17,3,25,3,2,3,4,3,4,2,4,No,Travel_Rarely,Male,2,15,Research Scientist,No
1093,53,Sales,Single,Medical,18,13887,24,11,10,31,2,2,2,4,2,2,4,3,Yes,Travel_Rarely,Male,2,20,Sales Executive,No
1094,34,Human Resources,Single,Marketing,7,11348,0,12,10,8,2,6,3,4,2,4,2,4,Yes,Travel_Rarely,Female,3,20,HR Manager,No
1095,31,Sales,Married,Medical,24,12909,1,0,3,8,3,8,4,3,1,1,2,3,No,Travel_Frequently,Male,3,15,Sales Representative,No
1096,21,Research & Development,Married,Technical Degree,25,18330,13,1,14,21,3,6,2,2,2,1,1,3,No,Travel_Rarely,Male,0,12,Manufacturing Director,Yes
1097,53,Sales,Married,Other,29,11339,1,11,4,10,1,3,2,1,3,2,4,3,No,Non-Travel,Male,2,14,Sales Executive,Yes
